word,total_score,appeared_times,averange_score
增添,6,2,3
宅基,6,2,3
暗喻,7,2,3.5
大放异彩,6,2,3
世界大战,8,2,4
自控,7,2,3.5
辫子,5,2,2.5
逊爆,5,2,2.5
小觑,6,2,3
铺展,7,2,3.5
始料未及,8,2,4
母题,6,2,3
发型设计,6,2,3
架子,6,2,3
改分,8,2,4
等上,6,2,3
豪门,7,2,3.5
太大,6,2,3
巫术,6,2,3
两码事,6,2,3
优秀作品,7,2,3.5
好蠢,5,2,2.5
夸大,6,2,3
水火,7,2,3.5
长点,6,2,3
營養,6,2,3
航班,7,2,3.5
小路,7,2,3.5
必要性,5,2,2.5
改不了,6,2,3
扫兴,7,2,3.5
昏倒,8,2,4
让给,5,2,2.5
移形,6,2,3
补补,7,2,3.5
小妹,6,2,3
没起,5,2,2.5
挺住,8,2,4
痛哭流涕,7,2,3.5
星际争霸,5,2,2.5
比强多,6,2,3
糟点,7,2,3.5
发怒,7,2,3.5
心甘情愿,5,2,2.5
扪心自问,5,2,2.5
压根儿,5,2,2.5
得空,4,2,2
画画,5,2,2.5
萌抖,5,2,2.5
不辱,4,2,2
遥控器,6,2,3
闪闪发光,6,2,3
不讨,5,2,2.5
镇压,5,2,2.5
落寞,7,2,3.5
终成眷属,8,2,4
端正,7,2,3.5
扳回,8,2,4
自传,7,2,3.5
名义,4,2,2
萌坏,7,2,3.5
能行,5,2,2.5
奇高,6,2,3
修得,7,2,3.5
干点,4,2,2
了没,4,2,2
确认,5,2,2.5
渣得,3,2,1.5
劇組,3,2,1.5
演锤哥,7,2,3.5
笑闹,7,2,3.5
古代人,6,2,3
图像,4,2,2
没槽,5,2,2.5
了换,7,2,3.5
挺欢,5,2,2.5
没长,5,2,2.5
家破人亡,7,2,3.5
激光枪,5,2,2.5
自我安慰,5,2,2.5
性格特点,5,2,2.5
原价,5,2,2.5
现金,6,2,3
翻出,6,2,3
流星锤,5,2,2.5
心理变态,5,2,2.5
片真,5,2,2.5
机位,5,2,2.5
敌我,6,2,3
风光,6,2,3
收复,6,2,3
编制,4,2,2
骑兵,4,2,2
追击,5,2,2.5
玩乐,6,2,3
愚民,4,2,2
看抖,7,2,3.5
七色,3,2,1.5
牵手,4,2,2
接拍,3,2,1.5
喂喂,5,2,2.5
想来想去,4,2,2
压倒,6,2,3
幼稚可笑,6,2,3
卫兵,7,2,3.5
磕碜,4,2,2
疲惫不堪,4,2,2
排除,5,2,2.5
慷慨,7,2,3.5
樣子,4,2,2
嘴皮子,3,2,1.5
接下,6,2,3
懒惰,5,2,2.5
外族,6,2,3
建树,6,2,3
抵御,4,2,2
宽慰,6,2,3
耐不住,8,2,4
框值,7,2,3.5
杯子,6,2,3
大开眼界,8,2,4
要加,8,2,4
续篇,8,2,4
强烈推荐,10,2,5
比锤,7,2,3.5
漫威牌,8,2,4
战死,8,2,4
捡破烂,8,2,4
精通,8,2,4
豪华版,8,2,4
老骨头,6,2,3
呼叫,7,2,3.5
仙逝,8,2,4
壁画,7,2,3.5
大本,8,2,4
拱门,7,2,3.5
基督教,8,2,4
头型,9,2,4.5
很硬,6,2,3
极强,7,2,3.5
歷程,8,2,4
秘籍,7,2,3.5
拥护,9,2,4.5
麻花,6,2,3
双刀,8,2,4
爪子,6,2,3
抽出,8,2,4
排进,9,2,4.5
前三名,8,2,4
开关,6,2,3
故土,8,2,4
冲天,7,2,3.5
将漫威,9,2,4.5
爆谷,8,2,4
享用,9,2,4.5
飞马,8,2,4
要化,7,2,3.5
放飞,7,2,3.5
我帅,8,2,4
戳心,8,2,4
甘当,7,2,3.5
男色,9,2,4.5
岔气,7,2,3.5
三宝,7,2,3.5
收到,9,2,4.5
导不,8,2,4
瓜子脸,8,2,4
多巴胺,9,2,4.5
法器,9,2,4.5
了惹,5,2,2.5
不尴不尬,6,2,3
满汉全席,6,2,3
新发型,9,2,4.5
太空船,6,2,3
卡通人物,7,2,3.5
油画,7,2,3.5
没买,9,2,4.5
闹别扭,8,2,4
顿悟,8,2,4
诚不欺我,6,2,3
定格,8,2,4
怕不怕,6,2,3
必不可少,7,2,3.5
切糕,5,2,2.5
三明治,6,2,3
爱不爱,6,2,3
定下,8,2,4
悼念,6,2,3
沉痛,8,2,4
宗师,5,2,2.5
佛祖,5,2,2.5
酸梅,5,2,2.5
全崩,5,2,2.5
嚼蜡,4,2,2
舞曲,6,2,3
痛彻,7,2,3.5
配对,5,2,2.5
悲剧感,8,2,4
不是故意,5,2,2.5
對象,8,2,4
千星,5,2,2.5
淫威,5,2,2.5
凋零,7,2,3.5
不孝,7,2,3.5
打工,6,2,3
灰姑娘,6,2,3
平地,7,2,3.5
废土,6,2,3
拍打,6,2,3
拍戏,8,2,4
失恋,5,2,2.5
佐料,6,2,3
神像,6,2,3
杰出,7,2,3.5
水分,5,2,2.5
令人窒息,6,2,3
胸锤哥,7,2,3.5
驯鹿,7,2,3.5
银护化,4,2,2
酷爽,7,2,3.5
充沛,7,2,3.5
玩脱,6,2,3
权游,8,2,4
逼成,5,2,2.5
逼近,5,2,2.5
来段,7,2,3.5
最富,7,2,3.5
狂潮,7,2,3.5
部里,8,2,4
大变,7,2,3.5
人略,7,2,3.5
角斗士,6,2,3
决赛,7,2,3.5
奸角,6,2,3
諧星,8,2,4
死胡同,7,2,3.5
白花,4,2,2
工业体系,6,2,3
意象,6,2,3
没理由,5,2,2.5
龙标,4,2,2
会否,7,2,3.5
面貌,6,2,3
西餐,7,2,3.5
稳妥,5,2,2.5
回來,5,2,2.5
什么世道,5,2,2.5
古典主义,7,2,3.5
厚重感,6,2,3
尾大不掉,7,2,3.5
见好就收,6,2,3
插花,6,2,3
齿轮,7,2,3.5
收割机,8,2,4
夕阳红,6,2,3
粉看,6,2,3
服務,5,2,2.5
九界,4,2,2
圈到,3,2,1.5
适配,7,2,3.5
众星,5,2,2.5
变奏,5,2,2.5
下任,7,2,3.5
臣服,5,2,2.5
取暖,6,2,3
飞往,5,2,2.5
颠倒,4,2,2
横行霸道,6,2,3
烂威,3,2,1.5
大拇指,5,2,2.5
竭尽所能,5,2,2.5
脑瘫,4,2,2
看烦,5,2,2.5
粉碎机,4,2,2
威看,3,2,1.5
伸出,5,2,2.5
得毁,6,2,3
赶走,5,2,2.5
稳重,7,2,3.5
再也不能,5,2,2.5
鬼故事,4,2,2
奇装异服,6,2,3
威怕,5,2,2.5
肥鸡,7,2,3.5
转到,4,2,2
驯化,4,2,2
了近,7,2,3.5
梗死,5,2,2.5
脱粉,3,2,1.5
实诚,4,2,2
玩到,6,2,3
洋洋自得,6,2,3
开大,6,2,3
甘之如饴,7,2,3.5
走人,4,2,2
不人鬼不鬼,5,2,2.5
骚扰,4,2,2
太尬,4,2,2
对口相声,4,2,2
重男轻女,4,2,2
惊爆,5,2,2.5
烦透了,4,2,2
作主,5,2,2.5
下回分解,7,2,3.5
招架不住,4,2,2
失心,4,2,2
复苏,5,2,2.5
回光返照,5,2,2.5
喝完,6,2,3
发骚,6,2,3
飘扬,7,2,3.5
象征性,7,2,3.5
飞回来,8,2,4
封面,8,2,4
时代感,7,2,3.5
拍了拍,9,2,4.5
人剧,9,2,4.5
中式,8,2,4
美漫宅,7,2,3.5
令人感动,7,2,3.5
带头,9,2,4.5
破绽百出,6,2,3
流逝,8,2,4
刷够,9,2,4.5
皮下,7,2,3.5
冷冻,9,2,4.5
凑个,6,2,3
肉片,7,2,3.5
令人遗憾,7,2,3.5
向善,8,2,4
内牛,9,2,4.5
最高分,7,2,3.5
暴死,8,2,4
抬高,6,2,3
亮闪闪,7,2,3.5
走下,7,2,3.5
传送,8,2,4
飞弹,7,2,3.5
扛不住,8,2,4
缔造者,9,2,4.5
还手,6,2,3
卖票,7,2,3.5
万象,6,2,3
人长,7,2,3.5
拍连,7,2,3.5
心肝,7,2,3.5
很心,9,2,4.5
雄壮,7,2,3.5
子女,7,2,3.5
艳羡,5,2,2.5
正义者,8,2,4
油菜,8,2,4
老处,8,2,4
速冻,8,2,4
消毒,6,2,3
政治形势,7,2,3.5
现实意义,9,2,4.5
宠溺,9,2,4.5
好过,5,2,2.5
叫醒,7,2,3.5
约定,10,2,5
看不顺眼,8,2,4
加把劲,8,2,4
机车,8,2,4
献出,6,2,3
强盛,8,2,4
信不信,5,2,2.5
注解,5,2,2.5
格格,4,2,2
配有,4,2,2
腰带,5,2,2.5
反过来说,6,2,3
修身,7,2,3.5
值得尊敬,6,2,3
突击,6,2,3
炸开,7,2,3.5
设施,7,2,3.5
大跃进,6,2,3
神乎其神,7,2,3.5
帮子,6,2,3
身為,5,2,2.5
人带,6,2,3
失真,5,2,2.5
粉身碎骨,6,2,3
看星,5,2,2.5
毒药,6,2,3
坎坷,6,2,3
到处跑,7,2,3.5
飞碟,5,2,2.5
传记片,8,2,4
防卫,6,2,3
人想,8,2,4
喜怒哀乐,5,2,2.5
左右为难,8,2,4
材质,7,2,3.5
伸手,6,2,3
篡改,6,2,3
党员,5,2,2.5
凡胎,6,2,3
搅和,6,2,3
第一战,5,2,2.5
飞盘,8,2,4
生命体,8,2,4
跑得快,5,2,2.5
混入,6,2,3
简洁,6,2,3
心地善良,8,2,4
鼻梁,5,2,2.5
包包,7,2,3.5
慎重,6,2,3
教训,8,2,4
大道,6,2,3
先锋,7,2,3.5
要看,6,2,3
指數,7,2,3.5
個子,5,2,2.5
稍逊一筹,7,2,3.5
红皮,5,2,2.5
两只手,5,2,2.5
戏子,6,2,3
劳军,5,2,2.5
提取,5,2,2.5
论文,8,2,4
想当年,6,2,3
预报,5,2,2.5
彩弹,7,2,3.5
中队长,7,2,3.5
流血,6,2,3
人伦,2,2,1
乐色,3,2,1.5
作秀,4,2,2
調調,6,2,3
宣教,2,2,1
马戏,3,2,1.5
分有,6,2,3
地雷战,5,2,2.5
不帅女,4,2,2
搞不好,5,2,2.5
自习,5,2,2.5
无敌手,5,2,2.5
打遍天下,5,2,2.5
冲进来,5,2,2.5
炊事班,5,2,2.5
遮起来,7,2,3.5
瘦子,4,2,2
血花,6,2,3
老脸,4,2,2
健硕,6,2,3
没气,4,2,2
旗杆,3,2,1.5
自责,5,2,2.5
帽子,5,2,2.5
生化武器,7,2,3.5
伏地,5,2,2.5
乱摸,6,2,3
倒三角,7,2,3.5
服装道具,5,2,2.5
低廉,4,2,2
接班人,6,2,3
没边,3,2,1.5
巡演,5,2,2.5
砸死,2,2,1
角儿,5,2,2.5
欲言又止,4,2,2
主軸,5,2,2.5
末段,4,2,2
没入,7,2,3.5
飞刀,6,2,3
受过,3,2,1.5
看没,4,2,2
活雷锋,6,2,3
这段话,5,2,2.5
守候,6,2,3
大能,7,2,3.5
发泄,5,2,2.5
掩不住,3,2,1.5
长假,4,2,2
太郎,6,2,3
猪肉,7,2,3.5
真傻,3,2,1.5
独守,5,2,2.5
胜利者,4,2,2
生死恋,6,2,3
逼出,8,2,4
渣子,10,2,5
航拍,8,2,4
间谍片,6,2,3
暗杀,8,2,4
飞出去,9,2,4.5
婆娑,8,2,4
泪眼,8,2,4
寒酸,7,2,3.5
干扰,6,2,3
短兵相接,7,2,3.5
高亮,7,2,3.5
有序,8,2,4
政治阴谋,8,2,4
置身于,7,2,3.5
记起,9,2,4.5
停不下,7,2,3.5
燃比,9,2,4.5
密室,9,2,4.5
场场,8,2,4
桃子,10,2,5
阻击,6,2,3
走入,9,2,4.5
飙泪,10,2,5
死于,7,2,3.5
革命性,8,2,4
各种类型,7,2,3.5
病怏怏,8,2,4
不射,7,2,3.5
妖娆,10,2,5
爽利,9,2,4.5
入手,7,2,3.5
律师,6,2,3
独裁,6,2,3
大空,10,2,5
冬哥,8,2,4
复杂化,8,2,4
甩去,6,2,3
新华,9,2,4.5
观后,8,2,4
打篮球,8,2,4
冲锋陷阵,9,2,4.5
这群人,7,2,3.5
捡回来,7,2,3.5
低成本,6,2,3
武学,7,2,3.5
流派,6,2,3
殘粉,8,2,4
俊俏,8,2,4
沸腾,9,2,4.5
跨世纪,7,2,3.5
碟中碟,8,2,4
啦啦队长,7,2,3.5
飘逸,8,2,4
辩护,5,2,2.5
證明,6,2,3
云山雾罩,7,2,3.5
策略,7,2,3.5
官员,9,2,4.5
英文版,9,2,4.5
写实主义,8,2,4
参照物,7,2,3.5
解放碑,7,2,3.5
震得,5,2,2.5
宽肩,8,2,4
名曲,6,2,3
应景,7,2,3.5
按理说,6,2,3
慢悠悠,8,2,4
要素,8,2,4
差钱,7,2,3.5
开炮,7,2,3.5
实施,7,2,3.5
护住,9,2,4.5
防御,7,2,3.5
呼之欲出,7,2,3.5
垫脚石,9,2,4.5
献吻,7,2,3.5
违和感,8,2,4
炫吊,8,2,4
环环相扣,8,2,4
一梦,9,2,4.5
一路上,8,2,4
人身,8,2,4
粉碎,7,2,3.5
喷饭,7,2,3.5
美腿,7,2,3.5
冰山一角,7,2,3.5
平常心,9,2,4.5
摘下来,6,2,3
衡量,8,2,4
汉纸,7,2,3.5
组太,8,2,4
吓死人,7,2,3.5
爆好,6,2,3
杀气,7,2,3.5
时能,6,2,3
赤膊,7,2,3.5
情操,7,2,3.5
奶油,7,2,3.5
花边,7,2,3.5
荒唐,6,2,3
媒婆,6,2,3
呼喊,6,2,3
引用,4,2,2
善意,7,2,3.5
超车,7,2,3.5
全能,7,2,3.5
春药,8,2,4
真谛,6,2,3
武术指导,6,2,3
救驾,6,2,3
不水,7,2,3.5
芯片,4,2,2
俠看,7,2,3.5
茶叶蛋,6,2,3
做做,6,2,3
守卫,6,2,3
人工呼吸,6,2,3
出口,6,2,3
寒碜,5,2,2.5
褒义,5,2,2.5
出事,6,2,3
穿戴,6,2,3
趋向,5,2,2.5
说走就走,8,2,4
盾局,6,2,3
衬得,7,2,3.5
走廊,6,2,3
数学,4,2,2
隐射,5,2,2.5
难上加难,6,2,3
仅凭,6,2,3
没睡,6,2,3
蜜月,5,2,2.5
不可自拔,6,2,3
人分,6,2,3
有变,8,2,4
肩负,5,2,2.5
初遇,7,2,3.5
日本鬼子,4,2,2
分全,5,2,2.5
骇客,5,2,2.5
相當,4,2,2
可口,6,2,3
全死,7,2,3.5
统筹,5,2,2.5
骗到,4,2,2
基美队,7,2,3.5
横生,7,2,3.5
无惊无喜,6,2,3
政坛,6,2,3
殊途同归,4,2,2
克服,6,2,3
得來,5,2,2.5
表现形式,6,2,3
行列,5,2,2.5
晕倒,4,2,2
提早,5,2,2.5
横行,4,2,2
附带,6,2,3
戏能,3,2,1.5
研究生,3,2,1.5
原子化,6,2,3
死守,6,2,3
撒尿,4,2,2
挺水,4,2,2
七拼八凑,5,2,2.5
一无所知,6,2,3
评出来,2,2,1
证实,6,2,3
女间谍,7,2,3.5
感召力,4,2,2
团伙,4,2,2
合力,6,2,3
挨揍,5,2,2.5
戏差,5,2,2.5
天窗,4,2,2
要有,5,2,2.5
恋歌,7,2,3.5
晃得,4,2,2
大份,3,2,1.5
男男女女,6,2,3
求大,4,2,2
学龄前,4,2,2
领会,5,2,2.5
网易,5,2,2.5
更弱,4,2,2
防弹,4,2,2
连死,6,2,3
变多,6,2,3
成人化,4,2,2
禁毒,4,2,2
黑框,4,2,2
一吻,6,2,3
聊到,7,2,3.5
猜透,3,2,1.5
新出,6,2,3
看不来,4,2,2
细枝末节,5,2,2.5
肉毒,4,2,2
设略,7,2,3.5
一团乱,7,2,3.5
情重义,9,2,4.5
狂击,9,2,4.5
法律,9,2,4.5
太燃,9,2,4.5
好美,10,2,5
狂魔,6,2,3
走位,8,2,4
泡尿,8,2,4
理所应当,9,2,4.5
鲜嫩,8,2,4
标的,7,2,3.5
看家本领,10,2,5
全力以赴,9,2,4.5
对撞,8,2,4
留情,7,2,3.5
守住,8,2,4
奸情,8,2,4
冬党,7,2,3.5
闪耀着,9,2,4.5
深厚,8,2,4
人行,7,2,3.5
有条理,8,2,4
光波,7,2,3.5
逃避责任,7,2,3.5
心软,9,2,4.5
录像,9,2,4.5
招黑,8,2,4
归根结底,7,2,3.5
恰如其分,9,2,4.5
优越,7,2,3.5
撕到,5,2,2.5
病患者,6,2,3
强于,8,2,4
约束,9,2,4.5
想为,5,2,2.5
浓眉大眼,7,2,3.5
撕得,7,2,3.5
新高,8,2,4
口子,6,2,3
挑拨,7,2,3.5
签署,7,2,3.5
大打出手,9,2,4.5
健全,8,2,4
比拼,7,2,3.5
人畜,6,2,3
稀薄,7,2,3.5
私刑,6,2,3
他杀,6,2,3
摔倒,8,2,4
截止,8,2,4
一封信,6,2,3
回放,7,2,3.5
指摘,7,2,3.5
难以想象,9,2,4.5
滔滔不绝,8,2,4
停机坪,5,2,2.5
坚固,9,2,4.5
矿产,6,2,3
突出主题,7,2,3.5
漫威剧,8,2,4
冬续,8,2,4
单方面,7,2,3.5
复联人,7,2,3.5
不闷,9,2,4.5
老面孔,7,2,3.5
交谈,7,2,3.5
不如意,8,2,4
癖好,7,2,3.5
冰棍,8,2,4
肯为,7,2,3.5
陪你去,7,2,3.5
风儿,7,2,3.5
流转,7,2,3.5
胸膛,7,2,3.5
点开,7,2,3.5
划水,6,2,3
了位,7,2,3.5
想一想,8,2,4
完挺,9,2,4.5
初见,8,2,4
千金,9,2,4.5
结束战斗,7,2,3.5
解冻,7,2,3.5
抽象,8,2,4
合战,8,2,4
私仇,6,2,3
钻进,7,2,3.5
不得劲,6,2,3
了讲,10,2,5
十分复杂,10,2,5
民主,6,2,3
恍若,8,2,4
才艺,7,2,3.5
扔下,7,2,3.5
密度,9,2,4.5
划分,6,2,3
可疑,6,2,3
幻红,8,2,4
大是大非,6,2,3
漫威黑,8,2,4
资深,9,2,4.5
宽恕,10,2,5
失意,8,2,4
离职,8,2,4
乱战,6,2,3
太卷,9,2,4.5
累累的,7,2,3.5
超编,7,2,3.5
飞檐走壁,7,2,3.5
任何一方,7,2,3.5
可信,7,2,3.5
个渣,7,2,3.5
不亚于,8,2,4
飞机场,7,2,3.5
屁孩,6,2,3
骚到,6,2,3
抬脚,8,2,4
法理,7,2,3.5
诱因,7,2,3.5
过关,7,2,3.5
决策,9,2,4.5
成家,6,2,3
懵逼脸,9,2,4.5
了爱,7,2,3.5
政治立场,8,2,4
副作用,7,2,3.5
前不久,8,2,4
制造矛盾,6,2,3
最虐,9,2,4.5
一泻千里,6,2,3
法治,5,2,2.5
选择权,7,2,3.5
搜集,8,2,4
简单明了,7,2,3.5
鸡毛,7,2,3.5
光顾,8,2,4
为重,7,2,3.5
对口,8,2,4
纷争,6,2,3
苗头,6,2,3
要炸,8,2,4
盾冬,8,2,4
收割,6,2,3
神雕侠侣,7,2,3.5
蝙好,5,2,2.5
战是,7,2,3.5
坏处,6,2,3
瞑目,6,2,3
没辙,8,2,4
迷看,8,2,4
别怪,7,2,3.5
偷来,6,2,3
报父仇,7,2,3.5
确立,6,2,3
慈悲,7,2,3.5
旁观,6,2,3
鄙夷,7,2,3.5
需不需要,6,2,3
世界各地,5,2,2.5
队帅,8,2,4
突显,5,2,2.5
苦命,6,2,3
变回,5,2,2.5
圣父,5,2,2.5
政治理念,6,2,3
火拼,5,2,2.5
没本事,7,2,3.5
着要,7,2,3.5
功能化,5,2,2.5
剧外,8,2,4
导火索,6,2,3
雇佣,5,2,2.5
嬉皮笑脸,6,2,3
护犊子,5,2,2.5
技击,6,2,3
抹掉,6,2,3
弄坏,4,2,2
漫威会,6,2,3
乱成,6,2,3
财大气粗,7,2,3.5
深仇大恨,5,2,2.5
分组,7,2,3.5
封存,6,2,3
撒谎,4,2,2
特地,7,2,3.5
叫复,4,2,2
投诚,5,2,2.5
残杀,6,2,3
捧上天,4,2,2
捧腹大笑,7,2,3.5
清奇,7,2,3.5
无法挽回,8,2,4
令人恶心,5,2,2.5
人味,4,2,2
自白,8,2,4
功名,6,2,3
逃犯,5,2,2.5
闹情绪,5,2,2.5
报告,6,2,3
局面,6,2,3
真帥,7,2,3.5
冗長,6,2,3
令人信服,8,2,4
好乱,6,2,3
人帅,7,2,3.5
说变,6,2,3
二元论,7,2,3.5
外甥女,6,2,3
考量,7,2,3.5
挺闷,6,2,3
适时,8,2,4
写作,5,2,2.5
萌屎,6,2,3
泄露,8,2,4
蓝队,4,2,2
一言不发,5,2,2.5
不熟,5,2,2.5
刮目相看,5,2,2.5
众矢之的,6,2,3
撒花,6,2,3
越来越少,6,2,3
新面孔,6,2,3
缓和,7,2,3.5
违法,5,2,2.5
能用,5,2,2.5
小鸟,6,2,3
抖动,7,2,3.5
表现力,7,2,3.5
星蚁,6,2,3
声线,5,2,2.5
悲悯,8,2,4
表姐,5,2,2.5
送到,6,2,3
令人惊叹,5,2,2.5
八仙过海,7,2,3.5
素養,4,2,2
马桶,6,2,3
酣战,5,2,2.5
用着,5,2,2.5
灵异,6,2,3
人生观,4,2,2
不乐意,7,2,3.5
班门弄斧,8,2,4
家属,2,2,1
断崖,7,2,3.5
个儿,6,2,3
良民,4,2,2
站成,7,2,3.5
幻灯片,4,2,2
点播,2,2,1
受限制,4,2,2
粉转,3,2,1.5
按理,3,2,1.5
对漫,6,2,3
维密,3,2,1.5
结合部,4,2,2
城乡,4,2,2
难以置信,4,2,2
功利主义,5,2,2.5
了断,4,2,2
出面,6,2,3
队路,4,2,2
懂漫,4,2,2
人权,5,2,2.5
衣钵,7,2,3.5
抵触,4,2,2
猪头,7,2,3.5
公务员,6,2,3
乱晃,5,2,2.5
被车撞,5,2,2.5
式微,6,2,3
放水,6,2,3
碰碰,3,2,1.5
遇强,4,2,2
遇弱,4,2,2
不共戴天,6,2,3
影響,4,2,2
严重不足,6,2,3
離場,3,2,1.5
家国,3,2,1.5
心系,4,2,2
涉水,5,2,2.5
称号,6,2,3
有料,5,2,2.5
果汁,5,2,2.5
好巧,4,2,2
单论,6,2,3
屋子,6,2,3
无解,7,2,3.5
连肉,4,2,2
挑事,6,2,3
心脏病,5,2,2.5
谁演,6,2,3
无法弥补,4,2,2
私欲,6,2,3
藐视,5,2,2.5
兼容,7,2,3.5
血肉之躯,5,2,2.5
始发,4,2,2
攻陷,5,2,2.5
体育,2,2,1
弧线,7,2,3.5
打看,3,2,1.5
害虫,8,2,4
团结一致,9,2,4.5
互损,8,2,4
牵走,9,2,4.5
百无聊赖,8,2,4
迎接,8,2,4
请漫,6,2,3
葫芦兄弟,8,2,4
萌傲,8,2,4
汇聚一堂,8,2,4
饕餮,7,2,3.5
气压,7,2,3.5
围殴,7,2,3.5
后段,8,2,4
并肩战斗,9,2,4.5
聚齐,6,2,3
料足,7,2,3.5
领养,8,2,4
群侠传,9,2,4.5
搜秀,8,2,4
不同凡响,7,2,3.5
萌更,8,2,4
珍爱,7,2,3.5
稀里糊涂,5,2,2.5
死角,9,2,4.5
会心,6,2,3
电脑前,8,2,4
结舌,5,2,2.5
不能平静,9,2,4.5
骨肉,8,2,4
困顿,7,2,3.5
合二为一,7,2,3.5
别开生面,9,2,4.5
时事,8,2,4
青睐,6,2,3
难遇,7,2,3.5
相助,6,2,3
作有,7,2,3.5
留意,8,2,4
盗贼,10,2,5
熠熠,8,2,4
走近,6,2,3
缺點,7,2,3.5
指点,6,2,3
震慑力,7,2,3.5
女神像,6,2,3
小资,8,2,4
介是,7,2,3.5
威猛,6,2,3
金角,5,2,2.5
增长,6,2,3
字母,7,2,3.5
味精,6,2,3
过量,4,2,2
橋段,5,2,2.5
絕倫,7,2,3.5
机器猫,7,2,3.5
潜移默化,4,2,2
一动不动,7,2,3.5
觊觎,7,2,3.5
秀场,6,2,3
同感,6,2,3
英文原版,5,2,2.5
首映式,8,2,4
蜡笔小新,5,2,2.5
了找,6,2,3
强烈抗议,7,2,3.5
蜂女,6,2,3
网评,7,2,3.5
乱的,6,2,3
战役,5,2,2.5
采取,5,2,2.5
摄像头,3,2,1.5
留学生,4,2,2
黑娃,5,2,2.5
了烂,5,2,2.5
隔靴搔痒,6,2,3
吵得,7,2,3.5
激不起,4,2,2
急促,6,2,3
所料,5,2,2.5
一丝不苟,5,2,2.5
您好,4,2,2
拉进,6,2,3
奇差,4,2,2
蛮高,4,2,2
乱跑,4,2,2
眨眼,5,2,2.5
屁事,7,2,3.5
毒草,2,2,1
生凑,5,2,2.5
靓丽,7,2,3.5
半死,4,2,2
大劫案,3,2,1.5
议员,7,2,3.5
奶茶,5,2,2.5
科学知识,4,2,2
刹车,6,2,3
太懒,5,2,2.5
自虐,5,2,2.5
斗殴,2,2,1
兴趣缺缺,4,2,2
遭殃,5,2,2.5
乱哄哄,3,2,1.5
平分,7,2,3.5
加在一起,3,2,1.5
勾引,8,2,4
不育,8,2,4
威秀,9,2,4.5
略低,8,2,4
补偿,6,2,3
新任,7,2,3.5
搞错,8,2,4
哲思,8,2,4
普世,6,2,3
全队,8,2,4
滿足,6,2,3
践行,9,2,4.5
空降,8,2,4
时用,9,2,4.5
冰锥,7,2,3.5
口语,7,2,3.5
开化,8,2,4
拜访,7,2,3.5
挑嘴,6,2,3
控快,8,2,4
七零八落,7,2,3.5
千呼万唤,7,2,3.5
红魔,6,2,3
摩天大楼,5,2,2.5
抢救,8,2,4
大白,7,2,3.5
炕头,8,2,4
适可而止,7,2,3.5
门道,7,2,3.5
收住,7,2,3.5
失之交臂,9,2,4.5
记错,7,2,3.5
机关,6,2,3
挺重,6,2,3
力道,7,2,3.5
奋战,6,2,3
激昂,7,2,3.5
人形,7,2,3.5
狠劲,8,2,4
惹事,8,2,4
顶天立地,8,2,4
中字,9,2,4.5
露露脸,7,2,3.5
新生代,7,2,3.5
进漫,9,2,4.5
安然无恙,8,2,4
引起共鸣,8,2,4
全靠,8,2,4
公认,7,2,3.5
侵入,6,2,3
联是,7,2,3.5
翘首企盼,7,2,3.5
通灵,7,2,3.5
降级,7,2,3.5
怀孕,7,2,3.5
家室,7,2,3.5
退役,7,2,3.5
撕掉,6,2,3
语焉不详,7,2,3.5
寡鹰,7,2,3.5
防备,7,2,3.5
摄像,7,2,3.5
听不出来,9,2,4.5
买买,7,2,3.5
跑鞋,7,2,3.5
炫得,9,2,4.5
合体技,7,2,3.5
好想哭,9,2,4.5
真弱,6,2,3
梗概,8,2,4
螢火蟲,7,2,3.5
中二病,8,2,4
装修,5,2,2.5
流于,6,2,3
了玩,6,2,3
来装,5,2,2.5
看乐,7,2,3.5
天翻地覆,7,2,3.5
义务,6,2,3
打么,5,2,2.5
铁盾,5,2,2.5
股票,7,2,3.5
生理性,5,2,2.5
直降,6,2,3
知晓,6,2,3
间隔,7,2,3.5
求给,6,2,3
越多越好,6,2,3
原文,8,2,4
是值,8,2,4
影音,7,2,3.5
炸炸,4,2,2
干坏事,7,2,3.5
挑逗,6,2,3
领主,5,2,2.5
坏消息,7,2,3.5
倾倒,6,2,3
语气,7,2,3.5
过场戏,4,2,2
热闹非凡,7,2,3.5
进键,6,2,3
渣爆,5,2,2.5
一步之遥,5,2,2.5
互联网,4,2,2
痨式,5,2,2.5
预料中,6,2,3
一乐,6,2,3
饶有趣味,8,2,4
挺虐,5,2,2.5
打折扣,6,2,3
萌不,5,2,2.5
溢出,8,2,4
面积,6,2,3
回老家,6,2,3
没出息,6,2,3
补番,6,2,3
运作,6,2,3
思辨性,5,2,2.5
弱爆,4,2,2
包庇,6,2,3
体积,5,2,2.5
调料,7,2,3.5
想刷,7,2,3.5
一块钱,8,2,4
从小到大,6,2,3
可多说,6,2,3
联讲,7,2,3.5
恶果,5,2,2.5
哔了,5,2,2.5
拆除,7,2,3.5
制片厂,6,2,3
投靠,5,2,2.5
戏剧性,5,2,2.5
拔出,5,2,2.5
主题思想,8,2,4
专供,5,2,2.5
戏脑,5,2,2.5
得烂,3,2,1.5
可编,5,2,2.5
立到,4,2,2
超速,6,2,3
建军,3,2,1.5
空手,5,2,2.5
火球,5,2,2.5
风云,4,2,2
列为,2,2,1
提问,5,2,2.5
装作,4,2,2
闲暇,4,2,2
内能,4,2,2
